pathway_id	pathway_name	describtion	pathway_class	p_value	p_value_adjust	all_id	all_number	mapped_id	mapped_number	mapped_percentage
hsa04742	Taste transduction	Five basic tastes are recognized by humans and most other animals - bitter, sweet, sour, salty and umami. In vertebrates, taste stimuli are detected by taste receptor cells (TRCs). At least three distinct cell types are found in mammalian taste buds : type I cells, type II cells, and type III cells. Type I cells express epithelial sodium channel (ENaC) and are considered to be the major mediator of perception of low salt. In type II cells, transduction of bitter, sweet and umami is mediated by a canonical PLC-beta/IP3-signaling cascade, which culminates in the opening of the TRPM5 ion channel. This produces a depolarization that may allow CALMH1 channels to open and release ATP, which serves as a neurotransmitter to activate closely associated nerve afferents expressing P2X2, P2X3 receptors and adjacent type III cells expressing P2Y4 receptors. Type II taste cells also secrete acetylcholine (ACh) that appears to stimulate muscarinic receptors, specifically M3, on the same or neighboring Type II cells. This muscarinic feedback augments taste-evoked release of ATP. In type III cells, sour taste is initiated when protons enter through apically located proton-selective ion channels: polycystic kidney disease 2-like 1 protein (PKD2L1) and polycystic kidney disease 1-like 3 protein (PKD1L3) channels. Weak acids may also activate sour cells by penetrating the cell membrane and leading to closure of resting K+ channels and membrane depolarization. Further, voltage-gated Ca2+ channels are activated and release vesicular serotonin (5-HT), norepinephrine (NE) and gamma-aminobutyric acid (GABA). 5-HT and GABA provide negative paracrine feedback onto receptor cells by activating 5-HT1A and GABAA, GABAB receptors, respectively. 5-HT also functions as a transmitter between presynaptic cells and the sensory afferent.	Organismal Systems; Sensory system	0.000599782322850905	0.00702245136337934	C00002;C00008;C00020;C00025;C00031;C00076;C00080;C00089;C00095;C00130;C00133;C00144;C00149;C00158;C00208;C00238;C00334;C00547;C00575;C00740;C00780;C01245;C01327;C01330;C01451;C01996;C02265;C06526;C11045;C12283;C12284;C19378;D08836	33	C00025;C00149;C00020;C00158;C00008;C00130	6	18.1818181818182
hsa00630	Glyoxylate and dicarboxylate metabolism	NA	Metabolism; Carbohydrate metabolism	0.000830538437443345	0.0093352520368632	C00007;C00011;C00014;C00022;C00024;C00025;C00026;C00027;C00033;C00036;C00037;C00042;C00048;C00058;C00064;C00065;C00091;C00100;C00136;C00149;C00158;C00160;C00168;C00197;C00209;C00258;C00266;C00311;C00313;C00332;C00417;C00552;C00631;C00683;C00798;C00877;C00888;C00898;C00975;C00988;C01127;C01146;C01182;C01213;C01380;C01732;C01989;C01990;C02123;C02405;C03217;C03459;C03548;C03561;C03618;C04348;C06027;C06028;C06049;C18026;C18324;C20238	62	C00022;C00025;C00149;C00042;C00158;C00065;C00064;C00197	8	12.9032258064516
hsa00051	Fructose and mannose metabolism	NA	Metabolism; Carbohydrate metabolism	0.00172163111394046	0.0186068593468181	C00095;C00096;C00111;C00118;C00159;C00186;C00247;C00267;C00275;C00325;C00392;C00424;C00464;C00507;C00577;C00636;C00644;C00665;C00794;C00861;C00976;C01019;C01094;C01096;C01099;C01131;C01222;C01355;C01487;C01720;C01721;C01768;C01934;C02431;C02492;C02888;C02962;C02977;C02985;C02991;C03117;C03267;C03827;C03979;C05144;C05345;C05378;C05392;C06192;C11516;C11544;C18028;C18096;C20781	54	C00267;C02985;C05378;C06192;C00186;C00096;C00111	7	12.962962962963
hsa04964	Proximal tubule bicarbonate reclamation	One of the major tasks of the renal proximal tubule (PT) is to secrete acid into the tubule lumen, thereby reabsorbing approximately 80% of the filtered bicarbonate (HCO3(-)), as well as generating "new HCO3(-)" for regulating blood pH. In the tubular lumen, filtered HCO3(-) combines with H(+) in a reaction catalyzed by CA IV. The CO2 thus produced rapidly diffuses into the tubular cells and is combined with water to produce intracellular H(+) and HCO3(-), catalyzed by soluble cytoplasmic CA II. HCO3(-) is then cotransported with Na(+) into blood via the NBC-1. The intracellular H(+) produced by CA II is secreted into the tubular lumen predominantly via the NHE-3. The PT creates the "new HCO3(-)" by taking glutamine and metabolizing it to two molecules each of NH4(+) and HCO3(-). The NH4(+) is excreted into the tubular lumen, and the HCO3(-) , which is "new HCO3(-) ," is returned to the blood, where it replaces the HCO3(-) lost earlier in the titration of nonvolatile acids.	Organismal Systems; Excretory system	0.00190792653075718	0.0198565687089914	C00001;C00011;C00014;C00025;C00026;C00036;C00064;C00074;C00080;C00149;C00238;C00267;C00288;C00698;C01330;C01353;C01358	17	C00267;C00025;C00149;C00064	4	23.5294117647059
hsa00053	Ascorbate and aldarate metabolism	NA	Metabolism; Carbohydrate metabolism	0.00236906211368006	0.0237752304980035	C00022;C00026;C00029;C00072;C00096;C00137;C00167;C00191;C00216;C00231;C00259;C00333;C00433;C00545;C00558;C00617;C00618;C00652;C00679;C00684;C00800;C00818;C00878;C00879;C01040;C01041;C01101;C01114;C01115;C01146;C01620;C01825;C02280;C02670;C03033;C03064;C03289;C03291;C03826;C03921;C04037;C04575;C05385;C05411;C05412;C05422;C06316;C14899;C15923;C15924;C15925;C15926;C15930;C16186;C20889;C20896;C21955	57	C00022;C00167;C00800;C00029;C00096;C05385;C00137	7	12.280701754386
hsa04727	GABAergic synapse	Gamma aminobutyric acid (GABA) is the most abundant inhibitory neurotransmitter in the mammalian central nervous system (CNS). When released in the synaptic cleft, GABA binds to three major classes of receptors: GABAA, GABAB, and GABAC receptors. GABAA and GABAC receptors are ionotropic and mediate fast GABA responses by triggering chloride channel openings, while GABAB receptors are metabotropic and mediate slower GABA responses by activating G-proteins and influencing second messenger systems. GABAA receptors, the major sites for fast inhibitory neurotransmission in the CNS, are regulated by phosphorylation mechanisms, affecting both their functional properties and their cell surface mobility and trafficking. GABA release by the presynaptic terminal is negatively regulated by GABAB autoreceptors, and is cleared from the extracellular space by GABA transporters (GATs) located either on the presynaptic terminal or neighboring glial cells.	Organismal Systems; Nervous system	0.00253042104585543	0.0245189073753578	C00025;C00026;C00042;C00064;C00076;C00238;C00334;C00575;C00698	9	C00025;C00042;C00064	3	33.3333333333333
hsa00360	Phenylalanine metabolism	NA	Metabolism; Amino acid metabolism	0.00289544474227243	0.0271206657526185	C00022;C00024;C00042;C00079;C00082;C00084;C00091;C00122;C00166;C00180;C00423;C00512;C00582;C00596;C00601;C00642;C00805;C01198;C01575;C01586;C01772;C02137;C02232;C02265;C02505;C02763;C02765;C03519;C03589;C04044;C04148;C04351;C04479;C05332;C05593;C05598;C05607;C05629;C05852;C05853;C06207;C07086;C08300;C08301;C11457;C11588;C12621;C12622;C12623;C12624;C14144;C14145;C15524;C16719;C17268;C19945;C19946;C19975;C20062	59	C00022;C00079;C00042;C00601;C00122;C00082;C00180	7	11.864406779661
hsa05211	Renal cell carcinoma	Renal cell cancer (RCC) accounts for ~3% of human malignancies and its incidence appears to be rising. Although most cases of RCC seem to occur sporadically, an inherited predisposition to renal cancer accounts for 1-4% of cases. RCC is not a single disease, it has several morphological subtypes. Conventional RCC (clear cell RCC) accounts for ~80% of cases, followed by papillary RCC (10-15%), chromophobe RCC (5%), and collecting duct RCC (<1%). Genes potentially involved in sporadic neoplasms of each particular type are VHL, MET, BHD, and FH respectively. In the absence of VHL, hypoxia-inducible factor alpha (HIF-alpha) accumulates, leading to production of several growth factors, including vascular endothelial growth factor and platelet-derived growth factor. Activated MET mediates a number of biological effects including motility, invasion of extracellular matrix, cellular transformation, prevention of apoptosis and metastasis formation. Loss of functional FH leads to accumulation of fumarate in the cell, triggering inhibition of HPH and preventing targeted pVHL-mediated degradation of HIF-alpha. BHD mutations cause the Birt-Hogg-Dube syndrome and its associated chromophobe, hybrid oncocytic, and conventional (clear cell) RCC.	Human Diseases; Cancer: specific types	0.0031584122295696	0.0286294785970664	C00007;C00122;C00149	3	C00149;C00122	2	66.6666666666667
hsa00620	Pyruvate metabolism	NA	Metabolism; Carbohydrate metabolism	0.00351240395562772	0.0297389473664098	C00022;C00024;C00033;C00036;C00042;C00058;C00068;C00074;C00083;C00084;C00122;C00149;C00186;C00227;C00256;C00332;C00424;C00469;C00546;C00937;C01251;C02488;C02504;C03248;C03451;C03981;C05125;C05993;C05994;C15972;C15973;C16255	32	C00022;C00149;C00186;C00042;C00122	5	15.625
hsa04931	Insulin resistance	Insulin resistance is a condition where cells become resistant to the effects of insulin. It is often found in people with health disorders, including obesity, type 2 diabetes mellitus, non-alcoholic fatty liver disease, and cardiovascular diseases. In this diagram multiple mechanisms underlying insulin resistance are shown: (a) increased phosphorylation of IRS (insulin receptor substrate) protein through serine/threonine kinases, such as JNK1 and IKKB, and protein kinase C, (b) increased IRS-1 proteasome degradation via mTOR signaling pathway, (c) decreased activation of signaling molecules including PI3K and AKT, (d) increase in activity of phosphatases including PTPs, PTEN, and PP2A. Regulatory actions such as oxidative stress, mitochondrial dysfunction, accumulation of intracellular lipid derivatives (diacylglycrol and ceramides), and inflammation (via IL-6 and TNFA) contribute to these mechanisms. Consequently, insulin resistance causes reduced GLUT4 translocation, resulting in glucose takeup and glycogen synthesis in skeletal muscle as well as increased hepatic gluconeogenesis and decreased glycogen synthesis in liver. At the bottom of the diagram, interplay between O-GlcNAcylation and serine/threonine phosphorylation is shown. Studies suggested that elevated O-GlcNAc level was correlated to high glucose-induced insulin resistance. Donor UDP-GlcNAc is induced through hexosamine biosynthesis pathway and added to proteins by O-GlcNAc transferase. Elevation of O-GlcNAc modification alters phosphorylation and function of key insulin signaling proteins including IRS-1, PI3K, PDK1, Akt and other transcription factor and cofactors, resulting in the attenuation of insulin signaling cascade.	Human Diseases; Endocrine and metabolic disease	0.00359830679878268	0.0297389473664098	C00022;C00024;C00031;C00043;C00083;C00085;C00092;C00095;C00162;C00165;C00195;C00352;C00369;C00422;C00533;C02571;C02843;C05981;C06156;G00369	20	C00022;C00352;C00043;C00092	4	20
hsa05022	Pathways of neurodegeneration - multiple diseases	Neurodegeneration is generally defined as progressive, irreversible loss of neurons, which may affect either the peripheral or central nervous system (CNS). Neurodegenerative diseases (NDs) include highly debilitating illnesses, such as Alzheimer (AD), Parkinson disease (PD), amyotrophic lateral sclerosis, Huntington disease, spinocerebellar ataxias, and prion diseases (PrD). The hallmark event, which is thought to be at the root of these diseases, is the progressive accumulation of misfolded protein aggregates. Major basic processes include abnormal protein dynamics due to deficiency of the ubiquitin-proteosome-autophagy system, oxidative stress and free radical formation, endoplasmic reticulum stress, mitochondrial dysfunction and (secondary) disruptions of axonal transport.	Human Diseases; Neurodegenerative disease	0.00351240395562772	0.0297389473664098	C00001;C00002;C00008;C00009;C00012;C00013;C00017;C00020;C00025;C00027;C00062;C00070;C00076;C00165;C00533;C00704;C01245;C01330;C01996;C04549;C04599;C07593;C11310;C15231;C16514;C16515;C16844;C16845;C21011;C21012;C21013;C21014	32	C00013;C00025;C00020;C00062;C00008	5	15.625
hsa04122	Sulfur relay system	Ubiquitin and ubiquitin-like proteins (Ubls) are signalling messengers that control many cellular functions, such as cell proliferation, apoptosis, and DNA repair. It is suggested that Ub-protein modification evolved from prokaryotic sulfurtransfer systems. Molybdenum cofactor (Moco) and thiamin are sulfur-containing cofactors whose biosynthesis includes a key sulfur transfer step that uses unique sulfur carrier proteins, MoaD and ThiS. Ubiquitin, MoaD, and ThiS are all structurally related proteins whose C-termini are activated through adenylation by homologous E1-like enzymes. s2T biosynthesis may share similar chemistry with Moco and thiamin synthesis. In Saccharomyces cerevisiae, Urm1 and Uba4 function as part of a ubl protein conjugation system, though they have sequence homology to bacterial sulfur-transfer enzymes and the ability to function in sulfur transfer.	Genetic Information Processing; Folding, sorting and degradation	0.00473614741625806	0.0380244978276718	C00019;C00041;C00044;C00097;C00378;C00868;C00979;C05924;C17322;C18237;C18239	11	C00041;C00097;C00019	3	27.2727272727273
hsa00520	Amino sugar and nucleotide sugar metabolism	NA	Metabolism; Carbohydrate metabolism	0.00494659366811967	0.0386109116872674	C00029;C00031;C00043;C00052;C00096;C00103;C00128;C00140;C00159;C00167;C00181;C00190;C00191;C00203;C00216;C00259;C00267;C00270;C00275;C00325;C00329;C00333;C00352;C00357;C00394;C00446;C00461;C00498;C00501;C00617;C00636;C00645;C00668;C00714;C00734;C00935;C00976;C00984;C00996;C00999;C01019;C01050;C01132;C01170;C01219;C01222;C01623;C01674;C01788;C02199;C02280;C02336;C02352;C02474;C02713;C02977;C02985;C03117;C03410;C03598;C03599;C03691;C03733;C03906;C04037;C04089;C04257;C04297;C04501;C04573;C04613;C04630;C04631;C05345;C05385;C06023;C06156;C06240;C06241;C06377;C11521;C13952;C15925;C16153;C16154;C16155;C16156;C16157;C16183;C16698;C17269;C17326;C17327;C17328;C18060;C18094;C19725;C19745;C19769;C19823;C19961;C19971;C19972;C20082;C20083;C20357;C20359;C20395;C20418;C20419;C20424;C20638;C20672;C20934;C21027;C21383;C21384;C22029	118	C00267;C02985;C00167;C00029;C00352;C00043;C00190;C00096;C06241;C05385	10	8.47457627118644
hsa00290	Valine, leucine and isoleucine biosynthesis	NA	Metabolism; Amino acid metabolism	0.00609412151939702	0.0457052483011228	C00022;C00024;C00109;C00123;C00141;C00183;C00188;C00233;C00407;C00671;C02226;C02504;C02612;C02631;C04181;C04236;C04272;C04411;C06006;C06007;C06010;C06032;C14463	23	C00022;C00407;C00188;C00183	4	17.3913043478261
hsa04150	mTOR signaling pathway	The mammalian (mechanistic) target of rapamycin (mTOR) is a highly conserved serine/threonine protein kinase, which exists in two complexes termed mTOR complex 1 (mTORC1) and 2 (mTORC2). mTORC1 contains mTOR, Raptor, PRAS40, Deptor, mLST8, Tel2 and Tti1. mTORC1 is activated by the presence of growth factors, amino acids, energy status, stress and oxygen levels to regulate several biological processes, including lipid metabolism, autophagy, protein synthesis and ribosome biogenesis. On the other hand, mTORC2, which consists of mTOR, mSin1, Rictor, Protor, Deptor, mLST8, Tel2 and Tti1, responds to growth factors and controls cytoskeletal organization, metabolism and survival.	Environmental Information Processing; Signal transduction	0.00618078090904864	0.0457052483011228	C00020;C00062;C00123;C05981	4	C00020;C00062	2	50
hsa00480	Glutathione metabolism	NA	Metabolism; Metabolism of other amino acids	0.00748279218229104	0.053914477005738	C00005;C00006;C00024;C00025;C00037;C00051;C00072;C00077;C00097;C00127;C00134;C00151;C00315;C00669;C00750;C01322;C01419;C01672;C01879;C02090;C02320;C03170;C03646;C03740;C05422;C05726;C05727;C05729;C05730;C16562;C16563;C16564;C16565;C16566;C16567;C16568;C16663;C16664	38	C00025;C00051;C00097;C01419;C00077	5	13.1578947368421
hsa04024	cAMP signaling pathway	cAMP is one of the most common and universal second messengers, and its formation is promoted by adenylyl cyclase (AC) activation after ligation of G protein-coupled receptors (GPCRs) by ligands including hormones, neurotransmitters, and other signaling molecules. cAMP regulates pivotal physiologic processes including metabolism, secretion, calcium homeostasis, muscle contraction, cell fate, and gene transcription. cAMP acts directly on three main targets: protein kinase A (PKA), the exchange protein activated by cAMP (Epac), and cyclic nucleotide-gated ion channels (CNGCs). PKA modulates, via phosphorylation, a number of cellular substrates, including transcription factors, ion channels, transporters, exchangers, intracellular Ca2+ -handling proteins, and the contractile machinery. Epac proteins function as guanine nucleotide exchange factors (GEFs) for both Rap1 and Rap2. Various effector proteins, including adaptor proteins implicated in modulation of the actin cytoskeleton, regulators of G proteins of the Rho family, and phospholipases, relay signaling downstream from Rap.	Environmental Information Processing; Signal transduction	0.00827588302991946	0.055946171559272	C00020;C00042;C00076;C00080;C00165;C00186;C00212;C00238;C00288;C00334;C00416;C00547;C00575;C00584;C00698;C00780;C00788;C01089;C01245;C01312;C01330;C01996;C03758;C20792;C20793	25	C00186;C00042;C00020;C00788	4	16
hsa04977	Vitamin digestion and absorption	Vitamins are a diverse and chemically unrelated group of organic substances that share a common feature of being essential for normal health and well-being. They catalyze numerous biochemical reactions. Because humans and other mammals cannot synthesize these compounds (except for some synthesis of niacin), they must obtain them from exogenous sources via intestinal absorption. Vitamins are classified based on their solubility in water or fat. Most of the water-soluble vitamins are transported across the small intestinal membrane by carrier-mediated mechanisms, but vitamin B12, cobalamin, is transported by a receptor-mediated mechanism. Intestinal absorption of fat-soluble vitamins requires all of the processes needed for fat absorption. After digestion, these vitamins and the products of pancreatic hydrolysis of triglycerides (TG) are emulsified by bile salts to form mixed micelles which are taken up by intestinal enterocytes and incorporated into chylomicrons (CM). CM are then secreted into the lymphatic system, and finally moves into the plasma.	Organismal Systems; Digestive system	0.00836206122949972	0.055946171559272	C00003;C00010;C00016;C00018;C00061;C00068;C00072;C00080;C00120;C00153;C00162;C00187;C00250;C00255;C00376;C00378;C00422;C00473;C00504;C00534;C00647;C00681;C00828;C00864;C01330;C01558;C01885;C02059;C02075;C02094;C02112;C02477;C02530;C05377;C05443;C05552;C05776;C12981;C13202	39	C00255;C00010;C00153;C00120;C00250	5	12.8205128205128
hsa05415	Diabetic cardiomyopathy	Diabetic cardiomyopathy has been defined as left ventricular dysfunction that occurs among patients with diabetes mellitus independent of a recognized cause such as coronary artery disease or hypertension. The pathogenesis of diabetic cardiomyopathy broadly involves hyperglycemia, increased circulating fatty acids, and insulin resistance contributing to reactive oxygen species (ROS) generation, mitochondrial dysfunction, impaired calcium metabolism, Renin-Angiotensin System (RAS) activation, and altered substrate metabolism. These effects result in cardiac fibrosis, hypertrophy, cardiomyocyte death, contractile dysfunction, endothelial cell damage and eventually heart failure. In the process of cardiac fibrosis, cardiac fibroblasts are the final effector cell.	Human Diseases; Cardiovascular disease	0.00836206122949972	0.055946171559272	C00001;C00002;C00005;C00006;C00022;C00024;C00027;C00031;C00043;C00051;C00076;C00085;C00092;C00095;C00118;C00127;C00162;C00165;C00195;C00236;C00318;C00352;C00369;C00533;C00546;C00704;C00794;C00873;C02135;C02843;C05981;C06156;C16844;C21011;C21012;C21013;C21014;C22310;C22311	39	C00022;C00051;C00352;C00043;C00092	5	12.8205128205128
hsa05012	Parkinson disease	Parkinson disease (PD) is a progressive neurodegenerative movement disorder that results primarily from the death of dopaminergic (DA) neurons in the substantia nigra pars compacta (SNc). Both environmental factors and mutations in familial PD-linked genes such as SNCA, Parkin, DJ-1, PINK1 and LRRK2 are associated with PD pathogenesis. These pathogenic mutations and environmental factors are known to cause disease due to oxidative stress, intracellular Ca2+ homeostasis impairment, mitochondrial dysfunctions and altered protein handling compromising key roles of DA neuronal function and survival. The demise of DA neurons located in the SNc leads to a drop in the dopaminergic input to the striatum, which is hypothesized to impede movement by inducing hypo and hyper activity in striatal spiny projection neurons (SPNs) of the direct (dSPNs) and indirect (iSPNs) pathways in the basal ganglia, respectively.	Human Diseases; Neurodegenerative disease	0.00953636068554437	0.0620809255454402	C00002;C00007;C00008;C00009;C00013;C00020;C00027;C00034;C00076;C00082;C00165;C00212;C00355;C00575;C00704;C01245;C03758;C04043;C04599;C07593;C11310;C14701;C15231;C16844;C17755;C22381	26	C00013;C00082;C00020;C00008	4	15.3846153846154
hsa05014	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disorder characterized by a progressive degeneration of motor neurons in the brain and spinal cord. In 90% of patients, ALS is sporadic, with no clear genetic linkage. On the other hand, the remaining 10% of cases show familial inheritance, with mutations in SOD1, TDP43(TARDBP), FUS, or C9orf72 genes being the most frequent causes. In spite of such difference, familial ALS and sporadic ALS have similarities in their pathological features. Proposed disease mechanisms contributing to motor neuron degeneration in ALS are: impaired proteostasis, aberrant RNA processing, mitochondrial disfunction and oxidative stress, microglia activation, and axonal dysfunction.	Human Diseases; Neurodegenerative disease	0.00972085666903691	0.0620809255454402	C00001;C00008;C00025;C00027;C00039;C00046;C00062;C00070;C00076;C00533;C00704;C04549;C16844;C16845	14	C00025;C00062;C00008	3	21.4285714285714
